Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location,citydst
2000 Gunbarrel Rd,Chattanooga,TN,37421,06/21/2021 05:01:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,21-064611,2,Cleared by Arrest,35.034855,-85.15157,POINT (-85.15157 35.034855),4
2000 E 31st Street Pl,Chattanooga,TN,37407,06/21/2021 05:00:00 PM,TN0330100,B7,Baker S,23H,All Other Larceny,Part 1 Crimes,21-064811,3,Pending/Possible Leads,35.007028000000005,-85.28695499999999,POINT (-85.286955 35.007028),7
5700 Lee Hwy,Chattanooga,TN,37421,06/21/2021 04:30:00 PM,TN0330100,C4,Charlie S,23C,Shoplifting,Part 1 Crimes,21-064599,3,Pending/Possible Leads,35.017966,-85.203609,POINT (-85.203609 35.017966),6
400 Birmingham Hwy,Chattanooga,TN,37419,06/21/2021 04:00:00 PM,TN0330100,A13,Adam S,240,Motor Vehicle Theft,Part 1 Crimes,21-064673,3,Pending/Possible Leads,35.008108,-85.39045,POINT (-85.39045 35.008108),1
200 E Main St,Chattanooga,TN,37408,06/21/2021 03:30:00 PM,TN0330100,A9,Adam S,23D,Theft From Buildings,Part 1 Crimes,21-064929,3,Pending/Possible Leads,35.035683,-85.305939,POINT (-85.305939 35.035683),8
2800 E 48th St,Chattanooga,TN,37407,06/21/2021 03:00:00 PM,TN0330100,B9,Baker S,23H,All Other Larceny,Part 1 Crimes,21-064604,3,Pending/Possible Leads,34.987392,-85.287217,POINT (-85.287217 34.987392),7
6800 Shallowford Rd,Chattanooga,TN,37421,06/21/2021 02:02:00 PM,TN0330100,C9,Charlie N,23H,All Other Larceny,Part 1 Crimes,21-064508,3,Pending/Possible Leads,35.046047,-85.16287299999999,POINT (-85.162873 35.046047),6
3600 Brainerd Rd,Chattanooga,TN,37411,06/21/2021 01:00:00 PM,TN0330100,C2,Charlie S,240,Motor Vehicle Theft,Part 1 Crimes,21-068456,3,Pending/Possible Leads,35.023067,-85.246072,POINT (-85.246072 35.023067),6
1800 Polk St,Chattanooga,TN,37408,06/21/2021 12:36:00 PM,TN0330100,B6,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,21-064456,4,Inactive/Suspended,35.027711,-85.29549399999999,POINT (-85.295494 35.027711),8
4200 Alabama Ave,Chattanooga,TN,37409,06/21/2021 12:34:00 PM,TN0330100,A12,Adam S,220,Burglary/Breaking And Entering,Part 1 Crimes,21-064472,3,Pending/Possible Leads,35.004599,-85.328947,POINT (-85.328947 35.004599),7
2000 E 23rd St,Chattanooga,TN,37404,06/21/2021 12:00:00 PM,TN0330100,B6,Baker S,23D,Theft From Buildings,Part 1 Crimes,21-064490,2,Cleared by Arrest,35.018801,-85.279926,POINT (-85.279926 35.018801),8
3200 Rossville Blvd,Chattanooga,TN,37407,06/21/2021 11:36:00 AM,TN0330100,B7,Baker S,23C,Shoplifting,Part 1 Crimes,21-064482,3,Pending/Possible Leads,35.005299,-85.294424,POINT (-85.294424 35.005299),7
2200 Hamilton Place Blvd,Chattanooga,TN,37421,06/21/2021 11:31:00 AM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,21-064506,3,Pending/Possible Leads,35.040152,-85.153945,POINT (-85.153945 35.040152),4
6600 Lee Hwy,Chattanooga,TN,37421,06/21/2021 10:51:00 AM,TN0330100,C6,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,21-064428,4,Inactive/Suspended,35.039983,-85.170957,POINT (-85.170957 35.039983),6
3800 Fagan St,Chattanooga,TN,37410,06/21/2021 10:22:00 AM,TN0330100,A12,Adam S,220,Burglary/Breaking And Entering,Part 1 Crimes,21-064414,3,Pending/Possible Leads,35.003657000000004,-85.308862,POINT (-85.308862 35.003657),7
1800 Gunbarrel Rd,Chattanooga,TN,37421,06/21/2021 10:20:00 AM,TN0330100,C8,Charlie N,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,21-064481,4,Inactive/Suspended,35.023829,-85.15870699999999,POINT (-85.158707 35.023829),4
6600 Lee Hwy,Chattanooga,TN,37421,06/21/2021 10:09:00 AM,TN0330100,C6,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,21-064571,I,Closed,35.039381,-85.171188,POINT (-85.171188 35.039381),6
4300 Highway 58,Chattanooga,TN,37416,06/21/2021 09:52:00 AM,TN0330100,C5,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,21-066423,3,Pending/Possible Leads,35.083833000000006,-85.205053,POINT (-85.205053 35.083833),3
300 Beck Ave,Chattanooga,TN,37405,06/21/2021 08:30:00 AM,TN0330100,A4,Adam N,23H,All Other Larceny,Part 1 Crimes,21-064846,3,Pending/Possible Leads,35.064976,-85.298552,POINT (-85.298552 35.064976),2
3000 Freeman Ave,Chattanooga,TN,37406,06/21/2021 08:26:00 AM,TN0330100,B1,Baker N,240,Motor Vehicle Theft,Part 1 Crimes,21-064390,4,Inactive/Suspended,35.075739,-85.261017,POINT (-85.261017 35.075739),8
1200 Chestnut St,Chattanooga,TN,37402,06/21/2021 08:00:00 AM,TN0330100,A9,Adam S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,21-065014,4,Inactive/Suspended,35.042148999999995,-85.31199099999999,POINT (-85.311991 35.042149),7
2300 4th Ave,Chattanooga,TN,37404,06/21/2021 05:45:00 AM,TN0330100,B6,Baker S,23D,Theft From Buildings,Part 1 Crimes,21-064429,3,Pending/Possible Leads,35.018111999999995,-85.279807,POINT (-85.279807 35.018112),8
200 Houser St,Chattanooga,TN,37405,06/21/2021 04:50:00 AM,TN0330100,A5,Adam N,23F,Theft From Motor Vehicle,Part 1 Crimes,21-064354,3,Pending/Possible Leads,35.067842,-85.317802,POINT (-85.317802 35.067842),1
5000 Hixson Pike,Chattanooga,TN,37343,06/21/2021 02:12:00 AM,TN0330100,A1,Adam N,220,Burglary/Breaking And Entering,Part 1 Crimes,21-064337,3,Pending/Possible Leads,35.135214,-85.241436,POINT (-85.241436 35.135214),3
6000 Century Oaks Dr,Chattanooga,TN,37416,06/21/2021 02:00:00 AM,TN0330100,C5,Charlie N,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,21-064450,4,Inactive/Suspended,35.076259,-85.18470900000001,POINT (-85.184709 35.076259),5
2300 Shallowford Village Dr,Chattanooga,TN,37421,06/21/2021 02:00:00 AM,TN0330100,C9,Charlie N,23H,All Other Larceny,Part 1 Crimes,21-077666,3,Pending/Possible Leads,35.046115,-85.15401299999999,POINT (-85.154013 35.046115),6
200 Sequoia Dr,Chattanooga,TN,37411,06/21/2021 01:50:00 AM,TN0330100,C2,Charlie S,23F,Theft From Motor Vehicle,Part 1 Crimes,21-064364,4,Inactive/Suspended,35.018240999999996,-85.230741,POINT (-85.230741 35.018241),5
7400 Min Tom Dr,Chattanooga,TN,37421,06/21/2021 12:01:00 AM,TN0330100,C9,Charlie N,23H,All Other Larceny,Part 1 Crimes,21-064378,3,Pending/Possible Leads,35.044401,-85.145958,POINT (-85.145958 35.044401),4
2800 Market St,Chattanooga,TN,37410,06/21/2021 12:00:00 AM,TN0330100,A11,Adam S,23H,All Other Larceny,Part 1 Crimes,21-064314,3,Pending/Possible Leads,35.019763,-85.31019500000001,POINT (-85.310195 35.019763),7
1000 W 37th St,Chattanooga,TN,37410,06/20/2021 11:00:00 PM,TN0330100,A12,Adam S,240,Motor Vehicle Theft,Part 1 Crimes,21-064388,4,Inactive/Suspended,35.011467,-85.32124400000001,POINT (-85.321244 35.011467),7
1500 Pheasant Run Pl,Chattanooga,TN,37343,06/20/2021 09:30:00 PM,TN0330100,A1,Adam N,240,Motor Vehicle Theft,Part 1 Crimes,21-064356,4,Inactive/Suspended,35.160738,-85.211359,POINT (-85.211359 35.160738),3
100 Riverfront Pkwy,Chattanooga,TN,37402,06/20/2021 05:18:00 PM,TN0330100,A7,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,21-064187,4,Inactive/Suspended,35.055229999999995,-85.313751,POINT (-85.313751 35.05523),7
400 Greenway View Dr,Chattanooga,TN,37411,06/20/2021 04:45:00 PM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,21-064178,3,Pending/Possible Leads,35.00945,-85.20519800000001,POINT (-85.205198 35.00945),6
2100 Hamilton Place Blvd,Chattanooga,TN,37421,06/20/2021 04:45:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,21-064183,3,Pending/Possible Leads,35.033736,-85.159688,POINT (-85.159688 35.033736),4
3600 Dodds Ave,Chattanooga,TN,37407,06/20/2021 04:10:00 PM,TN0330100,B8,Baker S,23H,All Other Larceny,Part 1 Crimes,21-064166,3,Pending/Possible Leads,35.000138,-85.281947,POINT (-85.281947 35.000138),7
300 N Holtzclaw Ave,Chattanooga,TN,37404,06/20/2021 03:01:00 PM,TN0330100,B4,Baker N,23F,Theft From Motor Vehicle,Part 1 Crimes,21-064140,4,Inactive/Suspended,35.04311,-85.283002,POINT (-85.283002 35.04311),8
1500 Bourbon Way,Chattanooga,TN,37421,06/20/2021 01:00:00 PM,TN0330100,C9,Charlie N,23H,All Other Larceny,Part 1 Crimes,21-064587,3,Pending/Possible Leads,35.00808,-85.14531,POINT (-85.14531 35.00808),4
2200 Gunbarrel Rd,Chattanooga,TN,37421,06/20/2021 12:55:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,21-064104,3,Pending/Possible Leads,35.039713,-85.14927899999999,POINT (-85.149279 35.039713),4
2000 Gunbarrel Rd,Chattanooga,TN,37421,06/20/2021 12:10:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,21-064088,3,Pending/Possible Leads,35.034879,-85.151113,POINT (-85.151113 35.034879),4
7300 Lee Hwy,Chattanooga,TN,37421,06/20/2021 11:42:00 AM,TN0330100,C9,Charlie N,23C,Shoplifting,Part 1 Crimes,21-064079,3,Pending/Possible Leads,35.053732,-85.14564800000001,POINT (-85.145648 35.053732),6
6500 Lee Hwy,Chattanooga,TN,37421,06/20/2021 05:30:00 AM,TN0330100,C6,Charlie N,23H,All Other Larceny,Part 1 Crimes,21-064188,3,Pending/Possible Leads,35.035413000000005,-85.178606,POINT (-85.178606 35.035413),6
700 Callaway Ct,Chattanooga,TN,37421,06/20/2021 04:10:00 AM,TN0330100,C8,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,21-064018,4,Inactive/Suspended,34.99808,-85.160212,POINT (-85.160212 34.99808),4
3600 2nd Ave,Chattanooga,TN,37407,06/20/2021 04:00:00 AM,TN0330100,B7,Baker S,23H,All Other Larceny,Part 1 Crimes,21-064019,3,Pending/Possible Leads,35.001913,-85.290829,POINT (-85.290829 35.001913),7
1500 Don Rob Ln,Chattanooga,TN,37411,06/20/2021 03:30:00 AM,TN0330100,C3,Charlie S,23F,Theft From Motor Vehicle,Part 1 Crimes,21-064164,4,Inactive/Suspended,35.037007,-85.218076,POINT (-85.218076 35.037007),5
4300 Cummings Hwy,Chattanooga,TN,37419,06/20/2021 01:32:00 AM,TN0330100,A13,Adam S,23D,Theft From Buildings,Part 1 Crimes,21-063942,3,Pending/Possible Leads,35.025963000000004,-85.40475,POINT (-85.40475 35.025963),1
4000 Brainerd Rd,Chattanooga,TN,37411,06/20/2021 12:28:00 AM,TN0330100,C2,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,21-064661,3,Pending/Possible Leads,35.019008,-85.238073,POINT (-85.238073 35.019008),5
7000 Mccutcheon Rd,Chattanooga,TN,37421,06/20/2021 12:00:00 AM,TN0330100,C9,Charlie N,23H,All Other Larceny,Part 1 Crimes,21-064900,3,Pending/Possible Leads,35.046199,-85.157003,POINT (-85.157003 35.046199),6
2000 Merlin Dr,Chattanooga,TN,37421,06/20/2021 12:00:00 AM,TN0330100,C7,Charlie N,23H,All Other Larceny,Part 1 Crimes,21-065425,4,Inactive/Suspended,35.028292,-85.14237700000001,POINT (-85.142377 35.028292),4
2100 Chestnut St,Chattanooga,TN,37408,06/20/2021 12:00:00 AM,TN0330100,A10,Adam S,23D,Theft From Buildings,Part 1 Crimes,21-115512,3,Pending/Possible Leads,35.033938,-85.315837,POINT (-85.315837 35.033938),7
4800 Fairwood Ln,Chattanooga,TN,37416,06/19/2021 11:30:00 PM,TN0330100,C5,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,21-063946,4,Inactive/Suspended,35.081168,-85.18728899999999,POINT (-85.187289 35.081168),5
5700 Dagney Ln,Chattanooga,TN,37343,06/19/2021 11:00:00 PM,TN0330100,A1,Adam N,240,Motor Vehicle Theft,Part 1 Crimes,21-064065,4,Inactive/Suspended,35.156178,-85.248479,POINT (-85.248479 35.156178),3
1300 Carter St,Chattanooga,TN,37402,06/19/2021 11:00:00 PM,TN0330100,A9,Adam S,240,Motor Vehicle Theft,Part 1 Crimes,21-064063,4,Inactive/Suspended,35.040453,-85.31320699999999,POINT (-85.313207 35.040453),7
3700 Modern Industries Pkwy,Chattanooga,TN,37419,06/19/2021 10:30:00 PM,TN0330100,A13,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,21-064080,4,Inactive/Suspended,35.015679,-85.382464,POINT (-85.382464 35.015679),1
1200 Tunnel Blvd,Chattanooga,TN,37411,06/19/2021 10:30:00 PM,TN0330100,C1,Charlie S,240,Motor Vehicle Theft,Part 1 Crimes,21-064043,4,Inactive/Suspended,35.042562,-85.23851599999999,POINT (-85.238516 35.042562),9
1600 S Willow St,Chattanooga,TN,37404,06/19/2021 10:00:00 PM,TN0330100,B6,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,21-064053,4,Inactive/Suspended,35.022780999999995,-85.278674,POINT (-85.278674 35.022781),8
2200 Rossville Blvd,Chattanooga,TN,37408,06/19/2021 09:25:00 PM,TN0330100,B6,Baker S,23H,All Other Larceny,Part 1 Crimes,21-063901,3,Pending/Possible Leads,35.024957,-85.299486,POINT (-85.299486 35.024957),8
1900 Gunbarrel Rd,Chattanooga,TN,37421,06/19/2021 09:24:00 PM,TN0330100,C7,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,21-063934,2,Cleared by Arrest,35.028287,-85.157169,POINT (-85.157169 35.028287),4
3000 E 32nd St,Chattanooga,TN,37407,06/19/2021 09:00:00 PM,TN0330100,B8,Baker S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,21-066917,4,Inactive/Suspended,35.002005000000004,-85.276467,POINT (-85.276467 35.002005),7
3500 Cummings Hwy,Chattanooga,TN,37419,06/19/2021 07:15:00 PM,TN0330100,A13,Adam S,23C,Shoplifting,Part 1 Crimes,21-063853,3,Pending/Possible Leads,35.015612,-85.375787,POINT (-85.375787 35.015612),1
4900 Gann Store Rd,Chattanooga,TN,37343,06/19/2021 06:58:00 PM,TN0330100,A2,Adam N,23F,Theft From Motor Vehicle,Part 1 Crimes,21-063839,4,Inactive/Suspended,35.125704999999996,-85.218355,POINT (-85.218355 35.125705),3
5300 Brainerd Rd,Chattanooga,TN,37411,06/19/2021 06:04:00 PM,TN0330100,C3,Charlie S,23H,All Other Larceny,Part 1 Crimes,21-063826,3,Pending/Possible Leads,35.010133,-85.221931,POINT (-85.221931 35.010133),6
5600 Hixson Pike,Chattanooga,TN,37343,06/19/2021 05:00:00 PM,TN0330100,A2,Adam N,23C,Shoplifting,Part 1 Crimes,21-063803,3,Pending/Possible Leads,35.144870000000004,-85.22050899999999,POINT (-85.220509 35.14487),3
1600 Gunbarrel Rd,Chattanooga,TN,37421,06/19/2021 04:06:00 PM,TN0330100,C8,Charlie N,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,21-063769,4,Inactive/Suspended,35.01871,-85.160645,POINT (-85.160645 35.01871),4
2300 Northbrier Ln,Chattanooga,TN,37406,06/19/2021 04:00:00 PM,TN0330100,C1,Charlie S,23F,Theft From Motor Vehicle,Part 1 Crimes,21-064161,4,Inactive/Suspended,35.060269,-85.231496,POINT (-85.231496 35.060269),5
2000 Gunbarrel Rd,Chattanooga,TN,37421,06/19/2021 04:00:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,21-063787,2,Cleared by Arrest,35.033083999999995,-85.152694,POINT (-85.152694 35.033084),4
1900 Hickory Valley Rd,Chattanooga,TN,37421,06/19/2021 03:56:00 PM,TN0330100,C6,Charlie N,23H,All Other Larceny,Part 1 Crimes,21-063842,3,Pending/Possible Leads,35.032748000000005,-85.17342799999999,POINT (-85.173428 35.032748),6
600 Ochs Hwy,Chattanooga,TN,37409,06/19/2021 03:30:00 PM,TN0330100,A12,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,21-063778,4,Inactive/Suspended,34.9957838,-85.338117,POINT (-85.338117 34.9957838),7
1600 Hamill Rd,Chattanooga,TN,37343,06/19/2021 03:28:00 PM,TN0330100,A3,Adam N,23D,Theft From Buildings,Part 1 Crimes,21-063759,3,Pending/Possible Leads,35.117904,-85.247677,POINT (-85.247677 35.117904),3
2800 Tunnel Blvd,Chattanooga,TN,37406,06/19/2021 03:00:00 PM,TN0330100,C1,Charlie S,240,Motor Vehicle Theft,Part 1 Crimes,21-064839,4,Inactive/Suspended,35.066347,-85.22882800000001,POINT (-85.228828 35.066347),5
1300 Arlington Ave,Chattanooga,TN,37406,06/19/2021 03:00:00 PM,TN0330100,B3,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,21-064196,3,Pending/Possible Leads,35.050576,-85.259083,POINT (-85.259083 35.050576),9
2000 Gunbarrel Rd,Chattanooga,TN,37421,06/19/2021 02:50:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,21-063745,3,Pending/Possible Leads,35.034348,-85.152204,POINT (-85.152204 35.034348),4
1100 S Hickory St,Chattanooga,TN,37404,06/19/2021 02:30:00 PM,TN0330100,B5,Baker S,23H,All Other Larceny,Part 1 Crimes,21-063767,3,Pending/Possible Leads,35.030166,-85.282496,POINT (-85.282496 35.030166),8
900 Gateway Ave,Chattanooga,TN,37402,06/19/2021 02:00:00 PM,TN0330100,A6,Adam S,23H,All Other Larceny,Part 1 Crimes,21-067346,3,Pending/Possible Leads,35.047059000000004,-85.320188,POINT (-85.320188 35.047059),7
100 Anderson Dr,Chattanooga,TN,37421,06/19/2021 01:00:00 PM,TN0330100,C4,Charlie S,240,Motor Vehicle Theft,Part 1 Crimes,21-081501,3,Pending/Possible Leads,35.015100000000004,-85.199611,POINT (-85.199611 35.0151),6
3900 Dodds Ave,Chattanooga,TN,37407,06/19/2021 12:21:00 PM,TN0330100,B9,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,21-063702,3,Pending/Possible Leads,34.996373,-85.282285,POINT (-85.282285 34.996373),7
1100 Pineville Rd,Chattanooga,TN,37405,06/19/2021 11:00:00 AM,TN0330100,A5,Adam N,23H,All Other Larceny,Part 1 Crimes,21-064410,3,Pending/Possible Leads,35.076265,-85.329494,POINT (-85.329494 35.076265),1
4500 N Access Rd,Chattanooga,TN,37415,06/19/2021 10:00:00 AM,TN0330100,A3,Adam N,23H,All Other Larceny,Part 1 Crimes,21-068143,3,Pending/Possible Leads,35.11101,-85.25063399999999,POINT (-85.250634 35.11101),2
300 Shawnee Trl,Chattanooga,TN,37411,06/19/2021 08:00:00 AM,TN0330100,C2,Charlie S,23H,All Other Larceny,Part 1 Crimes,21-065210,4,Inactive/Suspended,35.023103,-85.232459,POINT (-85.232459 35.023103),5
3600 Glendon Dr,Chattanooga,TN,37411,06/19/2021 05:05:00 AM,TN0330100,C2,Charlie S,240,Motor Vehicle Theft,Part 1 Crimes,21-063610,4,Inactive/Suspended,35.017451,-85.24634900000001,POINT (-85.246349 35.017451),6
3700 6th Ave,Chattanooga,TN,37407,06/19/2021 04:37:00 AM,TN0330100,B9,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,21-063607,3,Pending/Possible Leads,34.999566,-85.286071,POINT (-85.286071 34.999566),7
1800 Foust St,Chattanooga,TN,37407,06/19/2021 02:08:00 AM,TN0330100,B7,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,21-063673,4,Inactive/Suspended,35.015529,-85.28851900000001,POINT (-85.288519 35.015529),8
3100 Elmo Ave,Chattanooga,TN,37408,06/19/2021 01:46:00 AM,TN0330100,A11,Adam S,23H,All Other Larceny,Part 1 Crimes,21-063859,3,Pending/Possible Leads,35.019994999999994,-85.32202899999999,POINT (-85.322029 35.019995),7
3400 2nd Ave,Chattanooga,TN,37407,06/19/2021 01:00:00 AM,TN0330100,B7,Baker S,23H,All Other Larceny,Part 1 Crimes,21-063704,3,Pending/Possible Leads,35.005338,-85.289886,POINT (-85.289886 35.005338),7
1200 Echo Dr,Chattanooga,TN,37343,06/19/2021 12:01:00 AM,TN0330100,A3,Adam N,23F,Theft From Motor Vehicle,Part 1 Crimes,21-067222,3,Pending/Possible Leads,35.123786,-85.255013,POINT (-85.255013 35.123786),2
200 Horse Creek Dr,Chattanooga,TN,37405,06/19/2021 12:00:00 AM,TN0330100,A5,Adam N,23H,All Other Larceny,Part 1 Crimes,21-063861,3,Pending/Possible Leads,35.112159999999996,-85.316247,POINT (-85.316247 35.11216),1
3000 Dodds Ave,Chattanooga,TN,37407,06/18/2021 11:34:00 PM,TN0330100,B8,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,21-063536,4,Inactive/Suspended,35.005801,-85.279545,POINT (-85.279545 35.005801),7
1200 Lenny Ln,Chattanooga,TN,37421,06/18/2021 10:00:00 PM,TN0330100,C8,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,21-063640,4,Inactive/Suspended,35.010600999999994,-85.161023,POINT (-85.161023 35.010601),4
00 Vista Dr,Chattanooga,TN,37411,06/18/2021 10:00:00 PM,TN0330100,C2,Charlie S,23F,Theft From Motor Vehicle,Part 1 Crimes,21-063617,4,Inactive/Suspended,35.0220517,-85.261265,POINT (-85.261265 35.0220517),9
400 Booth Rd,Chattanooga,TN,37411,06/18/2021 09:00:00 PM,TN0330100,C2,Charlie S,23F,Theft From Motor Vehicle,Part 1 Crimes,21-063679,4,Inactive/Suspended,35.031026000000004,-85.244491,POINT (-85.244491 35.031026),9
600 Derby St,Chattanooga,TN,37404,06/18/2021 09:00:00 PM,TN0330100,B4,Baker N,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,21-064372,4,Inactive/Suspended,35.041211000000004,-85.26428100000001,POINT (-85.264281 35.041211),8
7600 Shallowford Rd,Chattanooga,TN,37421,06/18/2021 08:00:00 PM,TN0330100,C7,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,21-063682,4,Inactive/Suspended,35.038598,-85.13958,POINT (-85.13958 35.038598),4
3500 Perry St,Chattanooga,TN,37411,06/18/2021 08:00:00 PM,TN0330100,C2,Charlie S,23F,Theft From Motor Vehicle,Part 1 Crimes,21-063625,4,Inactive/Suspended,35.031312,-85.24258999999999,POINT (-85.24259 35.031312),9
2200 Hamilton Place Blvd,Chattanooga,TN,37421,06/18/2021 07:31:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,21-063708,3,Pending/Possible Leads,35.037192000000005,-85.153371,POINT (-85.153371 35.037192),4
5200 Highway 153,Chattanooga,TN,37343,06/18/2021 07:03:00 PM,TN0330100,A2,Adam N,23C,Shoplifting,Part 1 Crimes,21-063467,3,Pending/Possible Leads,35.125718000000006,-85.238683,POINT (-85.238683 35.125718),3
500 Buckley St,Chattanooga,TN,37404,06/18/2021 07:00:00 PM,TN0330100,B5,Baker S,23H,All Other Larceny,Part 1 Crimes,21-063502,3,Pending/Possible Leads,35.03116,-85.267801,POINT (-85.267801 35.03116),9
3500 Brainerd Rd,Chattanooga,TN,37411,06/18/2021 07:00:00 PM,TN0330100,C2,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,21-063658,3,Pending/Possible Leads,35.024057,-85.247479,POINT (-85.247479 35.024057),9
1900 Gunbarrel Rd,Chattanooga,TN,37421,06/18/2021 07:00:00 PM,TN0330100,C7,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,21-063838,4,Inactive/Suspended,35.028572000000004,-85.152642,POINT (-85.152642 35.028572),4
900 E 3rd St,Chattanooga,TN,37403,06/18/2021 06:40:00 PM,TN0330100,A8,Adam S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,21-063383,4,Inactive/Suspended,35.049519,-85.293301,POINT (-85.293301 35.049519),8
1800 Gunbarrel Rd,Chattanooga,TN,37421,06/18/2021 06:35:00 PM,TN0330100,C8,Charlie N,23C,Shoplifting,Part 1 Crimes,21-063411,3,Pending/Possible Leads,35.023877999999996,-85.154991,POINT (-85.154991 35.023878),4
5700 Highway 153,Chattanooga,TN,37343,06/18/2021 05:48:00 PM,TN0330100,A1,Adam N,23C,Shoplifting,Part 1 Crimes,21-063385,2,Cleared by Arrest,35.152431,-85.244726,POINT (-85.244726 35.152431),3
2000 Gunbarrel Rd,Chattanooga,TN,37421,06/18/2021 05:33:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,21-063389,2,Cleared by Arrest,35.033761999999996,-85.152482,POINT (-85.152482 35.033762),4
4300 58 Hwy,Chattanooga,TN,37416,06/18/2021 05:25:00 PM,TN0330100,C5,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,21-063366,4,Inactive/Suspended,35.083017000000005,-85.203536,POINT (-85.203536 35.083017),5
3600 12th Ave,Chattanooga,TN,37407,06/18/2021 05:00:00 PM,TN0330100,B8,Baker S,240,Motor Vehicle Theft,Part 1 Crimes,21-063871,4,Inactive/Suspended,34.99889,-85.281455,POINT (-85.281455 34.99889),7
2500 Duncan Ave,Chattanooga,TN,37404,06/18/2021 05:00:00 PM,TN0330100,B5,Baker S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,21-064996,4,Inactive/Suspended,35.030719,-85.26451,POINT (-85.26451 35.030719),9
